class1,class2,count,permuted
Active,Active,286,yes
Active,Inactive,278,yes
Active,Enhancer,266,yes
Active,Genic,853,yes
Active,Dixon_TAD,106,yes
Active,Intergenic,1028,yes
Inactive,Inactive,98,yes
Inactive,Enhancer,132,yes
Inactive,Genic,491,yes
Inactive,Dixon_TAD,78,yes
Inactive,Intergenic,478,yes
Enhancer,Enhancer,67,yes
Enhancer,Genic,507,yes
Enhancer,Dixon_TAD,58,yes
Enhancer,Intergenic,506,yes
Genic,Genic,1112,yes
Genic,Dixon_TAD,219,yes
Genic,Intergenic,1880,yes
Dixon_TAD,Dixon_TAD,10,yes
Dixon_TAD,Intergenic,205,yes
Intergenic,Intergenic,1078,yes
Active,Active,295,yes
Active,Inactive,165,yes
Active,Enhancer,240,yes
Active,Genic,749,yes
Active,Dixon_TAD,95,yes
Active,Intergenic,1122,yes
Inactive,Inactive,50,yes
Inactive,Enhancer,106,yes
Inactive,Genic,288,yes
Inactive,Dixon_TAD,28,yes
Inactive,Intergenic,389,yes
Enhancer,Enhancer,67,yes
Enhancer,Genic,522,yes
Enhancer,Dixon_TAD,60,yes
Enhancer,Intergenic,630,yes
Genic,Genic,936,yes
Genic,Dixon_TAD,172,yes
Genic,Intergenic,1901,yes
Dixon_TAD,Dixon_TAD,7,yes
Dixon_TAD,Intergenic,206,yes
Intergenic,Intergenic,1313,yes
Active,Active,384,yes
Active,Inactive,257,yes
Active,Enhancer,330,yes
Active,Genic,909,yes
Active,Dixon_TAD,151,yes
Active,Intergenic,985,yes
Inactive,Inactive,90,yes
Inactive,Enhancer,126,yes
Inactive,Genic,470,yes
Inactive,Dixon_TAD,48,yes
Inactive,Intergenic,474,yes
Enhancer,Enhancer,92,yes
Enhancer,Genic,556,yes
Enhancer,Dixon_TAD,74,yes
Enhancer,Intergenic,440,yes
Genic,Genic,1175,yes
Genic,Dixon_TAD,259,yes
Genic,Intergenic,1929,yes
Dixon_TAD,Dixon_TAD,19,yes
Dixon_TAD,Intergenic,228,yes
Intergenic,Intergenic,1098,yes
Active,Active,373,yes
Active,Inactive,261,yes
Active,Enhancer,318,yes
Active,Genic,887,yes
Active,Dixon_TAD,116,yes
Active,Intergenic,1075,yes
Inactive,Inactive,92,yes
Inactive,Enhancer,127,yes
Inactive,Genic,484,yes
Inactive,Dixon_TAD,50,yes
Inactive,Intergenic,497,yes
Enhancer,Enhancer,73,yes
Enhancer,Genic,552,yes
Enhancer,Dixon_TAD,75,yes
Enhancer,Intergenic,483,yes
Genic,Genic,1151,yes
Genic,Dixon_TAD,208,yes
Genic,Intergenic,1926,yes
Dixon_TAD,Dixon_TAD,12,yes
Dixon_TAD,Intergenic,193,yes
Intergenic,Intergenic,1129,yes
Active,Active,253,yes
Active,Inactive,249,yes
Active,Enhancer,291,yes
Active,Genic,744,yes
Active,Dixon_TAD,86,yes
Active,Intergenic,940,yes
Inactive,Inactive,65,yes
Inactive,Enhancer,168,yes
Inactive,Genic,438,yes
