chr1	3200000	3240000	chr1	3204562	3661579	1	uc007aeu.1	35438
chr1	3240000	3280000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3280000	3320000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3320000	3360000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3360000	3400000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3400000	3440000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3440000	3480000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3480000	3520000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3520000	3560000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3560000	3600000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3600000	3640000	chr1	3204562	3661579	1	uc007aeu.1	40000
chr1	3640000	3680000	chr1	3204562	3661579	1	uc007aeu.1	21579
chr1	4280000	4320000	chr1	4280926	4399322	3	uc007aew.1	39074
chr1	4320000	4360000	chr1	4280926	4399322	3	uc007aew.1	40000
chr1	4360000	4400000	chr1	4280926	4399322	3	uc007aew.1	39322
chr1	4480000	4520000	chr1	4481008	4483816	4	uc007aey.1	2808
chr1	4760000	4800000	chr1	4763280	4775807	5	uc007aff.3	12527
chr1	4760000	4800000	chr1	4797973	4832908	6	uc007afg.1	2027
chr1	4800000	4840000	chr1	4797973	4832908	6	uc007afg.1	32908
chr1	4840000	4880000	chr1	4847774	4887990	7	uc007afi.2	32226
chr1	4880000	4920000	chr1	4847774	4887990	7	uc007afi.2	7990
chr1	4880000	4920000	chr1	4899656	5009507	8	uc007afk.2	20344
chr1	4920000	4960000	chr1	4899656	5009507	8	uc007afk.2	40000
chr1	4960000	5000000	chr1	4899656	5009507	8	uc007afk.2	40000
chr1	5000000	5040000	chr1	4899656	5009507	8	uc007afk.2	9507
chr1	5040000	5080000	chr1	5073253	5152630	9	uc007afn.1	6747
chr1	5080000	5120000	chr1	5073253	5152630	9	uc007afn.1	40000
chr1	5120000	5160000	chr1	5073253	5152630	9	uc007afn.1	32630
chr1	5560000	5600000	chr1	5578573	5596214	10	uc007afp.2	17641
chr1	5880000	5920000	chr1	5903787	5907479	11	uc011whw.1	3692
chr1	6200000	6240000	chr1	6204742	6266185	12	uc007afr.2	35258
chr1	6240000	6280000	chr1	6204742	6266185	12	uc007afr.2	26185
chr1	6320000	6360000	chr1	6349411	6384812	13	uc007afv.2	10589
chr1	6360000	6400000	chr1	6349411	6384812	13	uc007afv.2	24812
chr1	6720000	6760000	chr1	6720131	6851021	14	uc007afy.1	39869
chr1	6760000	6800000	chr1	6720131	6851021	14	uc007afy.1	40000
chr1	6800000	6840000	chr1	6720131	6851021	14	uc007afy.1	40000
chr1	6840000	6880000	chr1	6720131	6851021	14	uc007afy.1	11021
chr1	7040000	7080000	chr1	7079000	7163709	16	uc007agb.1	1000
chr1	7080000	7120000	chr1	7079000	7163709	16	uc007agb.1	40000
chr1	7120000	7160000	chr1	7079000	7163709	16	uc007agb.1	40000
chr1	7160000	7200000	chr1	7079000	7163709	16	uc007agb.1	3709
chr1	8920000	8960000	chr1	8940644	9289811	20	uc011wib.1	19356
chr1	8960000	9000000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9000000	9040000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9040000	9080000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9080000	9120000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9120000	9160000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9160000	9200000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9200000	9240000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9240000	9280000	chr1	8940644	9289811	20	uc011wib.1	40000
chr1	9280000	9320000	chr1	8940644	9289811	20	uc011wib.1	9811
chr1	9520000	9560000	chr1	9535488	9537536	22	uc007agk.2	2048
chr1	9520000	9560000	chr1	9538126	9568049	23	uc007agl.2	21874
chr1	9520000	9560000	chr1	9550913	9621173	24	uc007agn.2	9087
chr1	9560000	9600000	chr1	9538126	9568049	23	uc007agl.2	8049
chr1	9560000	9600000	chr1	9591347	9617223	26	uc007agp.1	8653
chr1	9560000	9600000	chr1	9550913	9621173	24	uc007agn.2	40000
chr1	9600000	9640000	chr1	9591347	9617223	26	uc007agp.1	17223
chr1	9600000	9640000	chr1	9550913	9621173	24	uc007agn.2	21173
chr1	9640000	9680000	chr1	9658915	9690290	27	uc007agq.1	21085
chr1	9680000	9720000	chr1	9658915	9690290	27	uc007agq.1	10290
